,Name,account_url,bio,post_desc,post_img
244,Rajesh Mhade,https://www.linkedin.com/in/ownnest9rajesh?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACf7haIBYhDOG4k0lIfbpznzR_Za3KqC-cs,Team Lead Sr Manager - CP Vertical at Empire Industrial Centrum (A Division of Empire Industries Ltd.),"Talent wins games, but teamwork and intelligence win championships."" --

Michael Jordan

Celebrated a Success with an awesome team for setting a new benchmark in Monthly Sales targets. And accepted new challenge for New Year 2023.",https://media.licdn.com/dms/image/C5622AQFCRGg5Lpn0Hw/feedshare-shrink_800/0/1672920049550?e=1683158400&v=beta&t=eevWeWlBrTn4hR7a4KuQBDr30M0JaU7ObC7q7pJ2PSM
245,Dr Indrajit Ghosh,https://www.linkedin.com/in/dr-indrajit-ghosh-52305846?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAmeLesB5hRT6-_uobmdX2lO9vG8J5j61mg,Global Chairman- MSME Chamber of Commerce And Industry of India Chairman Environment & Climate Change Committee-ICMEI,"MSME Chamber of Commerce and Industry of India, SEPC,NPC both under Ministry of Commerce and Industry Govt of India Global Conference, Asia Greentech Exhibitions, Business Excellence Awards from 25th- 27th April 2022 at Vigyan Bhavan New Delhi

Send your nomination before 18th April 2022

After getting tremendous success for identifying the actual Achivers during the last more than 2 years during the pandemic we are already crossed 500+ Awards and hoping to touch 600 before the events in the coming 7 days or so.

India.Awards in 69 Sectors & 1000+ Categories

| | | | | |
| | | | | | | | | | |
| | | | | | | |
|


website:-
Registration Link:-https:
//
Award Nomination:-

Speaker:-",
246,CII's Water and Waste Expo,https://www.linkedin.com/in/waterandwasteexpo?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADyAyo4BZJRxYTdrlKeTuwTvp4_ZrN6ddS4,"Leading fair for water, sewage, waste & recycling","#visit at CII's Water and Waste Expo and meet Abellon | Abellon Environment Solutions
Dates: 16-18 February 2023
Venue: Pragati Maidan | New Delhi

Register your visit now: 

For more information: 

                             
                ",
247,Envidote Foundation,https://www.linkedin.com/in/envidote-foundation-66392a229?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADlEpSsBtxDWMe5p8plu60xMGm0GJAXBJMI,Non Government Organisation at Envidote Foundation,"#producers #importers and #brandowners collaboration with us to complete your #extendedproducerresponsibility Target.
Envidote Foundation is working with a very transparent and traceability ULB endorsable model for the Project.",
248,VARUN SINGHAL,https://www.linkedin.com/in/varun-singhal-7947124b?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAqbJuABWd91rUUzNJtn6o893AXgtF1uTkA,Consulting -Waste Management & Environmental Compliance,The Ministry of Environment Forest and Climate Change has published an office memorandum regarding guidelines on EPR for plastic packaging clarifying clause 4 and 6 of the guideline as per the request.,https://media.licdn.com/dms/image/C4D22AQELnBVD9imBmQ/feedshare-shrink_800/0/1673281307213?e=1683158400&v=beta&t=dQjuNT2sn3yTaBZYhT9ylsIhVxDrvOz2Pgdcj8w9fwQ
249,Sumit Mishra,https://www.linkedin.com/in/sumit-mishra-6b3928161?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACbCF-cBogc34elNfkIlYaCaLNeXjHu5BKE,Client Relationship (BD) Waste Management || Sourcing - IT || EPR E-Waste || Tyre EPR || EPR Compliance || Liasoning || Environmental Consulting || Legal Consulting |,"I’m #hiring. Know anyone who might be interested?

#ewastemanagement #recycling #pro #insuranceindustry #fmcgproducts",
250,Dr Harveen Kaur,https://www.linkedin.com/in/harvkaur?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAu06tQBAxiyDT0nt98_YK0L9daUsPNeg84,"Government Advisory | Former Fellow Smart Cities Mission, Ministry of Housing & Urban Affairs | Waste Management Specialist (E-waste) | Education Professional (Environment/Special Education) | Skills & Capacity Building","Thanks to #Firstpost (online leading news portal) for sharing my Opinion on '#CircularEconomy and #Ewaste'. It emphasises on #issues, #scenario, international recognition of #Ewasteday, new #draftregulations of E- waste and way forward. Glad to share views on one of my favourite topic.",
251,Dr Indrajit Ghosh,https://www.linkedin.com/in/dr-indrajit-ghosh-52305846?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAmeLesB5hRT6-_uobmdX2lO9vG8J5j61mg,Global Chairman- MSME Chamber of Commerce And Industry of India Chairman Environment & Climate Change Committee-ICMEI,"MSME Conclave & Go Global event on 27th April at Vigya Bhavan New Delhi.We are inviting all Industries across pan India who are interested to expand their Businessess in Africa,Middle East & Europe they can join us on 27th and in the evening one to one meeting we will arrange with the Ambassadors and commercial staff and after a month or so we will take the delegation to the respective countries.Its Golden opportunities for industries to GO GLOBAL.
REGISTER IMMEDIATELY
| | | | | |
| | | | | | | | | | |
| | | | | | | |
|


website:-
Registration Link:-https:
//
Award Nomination:-

Speaker:-",
252,Akshaya Rath,https://www.linkedin.com/in/akshayarath?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAACoJGMBjd2zp0HsSBAYsd865sSMYSZDvpM,Co-founder & CEO - Ecoex,"Its rewarding to feel happy, when your work gets recognised.
Thanks yourstory team for your coverage.
Cheers, Team - Ecoex.



#Plastic#plasticpackaging",
253,Sukhjeet Singh Saini,https://www.linkedin.com/in/sukhjeet-singh-saini-bb4169b?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAH7JXgBYRRsqoUTQA9Fy1SJ6A67Ja_cVbc,B2B Plastic Waste Services | Plastic Recycling | Bulk pick-up | EPR compliance I CSR implementation | RDF Supply,"I am personally very delighted in this achievement. We got the registration completed in flat 3 days time. Humungous effort by both team members.

Requesting all brand owners who wish to execute their EPR Targets to reach out to us at +91-8424099033.",
254,VARUN SINGHAL,https://www.linkedin.com/in/varun-singhal-7947124b?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAqbJuABWd91rUUzNJtn6o893AXgtF1uTkA,Consulting -Waste Management & Environmental Compliance,#ewaste #ewasterecycling #epr,https://media.licdn.com/dms/image/C4D22AQFUdbcncdp0cQ/feedshare-shrink_800/0/1667226863658?e=1683158400&v=beta&t=XCwI4DqYxT3mjx9oer_gBqUbFK7jSWE8WEaLMFUHoRw
255,Minakshi Singh,https://www.linkedin.com/in/minakshi-singh-3aa5a1127?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAB87nvIB6qNTSk4nHmN-jMyBrXMCvHghEOE,"Pashupati Group - Manufacturer of Recycled polyester fiber, PET Flakes, Synthetic yarns, Recycled PET chips,Recycled Polyolefin granules(PP,HD,LD), FIBC, woven fabrics & bags and Master Batches.",I’m #hiring. Know anyone who might be interested? #recruitment #seo #epr,
256,Dhavaleshwar Puvvati ♟️,https://www.linkedin.com/in/dhavaleshwar-puvvati?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABfcUmsB0L5ZSHbI_mWWfwPi1hiNYpPNqqY,Re-touching efficacy of Operations | Product | Strategy,"Thoughts transcend through cohesive knowledge

Eulogised 👏 to share that my #editorial on “One Nation, One Grid- building last-mile connectivity” was shared as magazine",
257,Archana Sharma,https://www.linkedin.com/in/archana-sharma-?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACOVT7kBl4PUPaH7Nj1ogKVfzLEJKFy85kg,Packaging laminate Marketing|Prakash Pipes Ltd.|IIPian,"Advantages for EPR registration holders:
·        Improved market reputation as the company’s dedication to eliminating waste.
·        Builds a strong consumer base.
·        Generates an extra revenue system.
·        Encourages sustainability.
·        Create a trustworthy image for the worldwide market.
·        Lower cost co-production of the new product.

Benefits of extended producer responsibility (EPR) - circular economy of proper waste management.
·        Framework that provides cost-effective waste management.
·        Reduce the environmental impact of the waste.
·        Sustainable use of resources & reducing waste
·        Reduce waste in landfills.
·        Improve the waste handling coordination with affiliated units.",
258,SHASHIDHAR MADARKHANDI,https://www.linkedin.com/in/shashidhar-madarkhandi-2a0948a?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAHrR5gB08qHGfYUi32IAJZK3edlWk-4sTc,Founder & CEO - GSM PLASTIC INDUSTRIES,"r BO PP - Natural - Extrusion grade
#EPR #circulareconomy",https://media.licdn.com/dms/image/C4D22AQFwhQxCOKhscQ/feedshare-shrink_800/0/1656139171973?e=1683158400&v=beta&t=w5ToyWZndziZbYzaz-rbMO_A1bV_JUkhPbrYgRftdNM
259,Dr Indrajit Ghosh,https://www.linkedin.com/in/dr-indrajit-ghosh-52305846?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAmeLesB5hRT6-_uobmdX2lO9vG8J5j61mg,Global Chairman- MSME Chamber of Commerce And Industry of India Chairman Environment & Climate Change Committee-ICMEI,"#sustainableliving #sustainablefashion #environment #recycling #plasticfree #climatechange #circularfashion #design #slowfashion #innovation #reducereuserecycle #upcycle #eco #savetheplanet #economiacircular #reduce , , ,",
260,Amit Saha,https://www.linkedin.com/in/amitcoke?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAFP52EBIEaMfyEwu91gxYkAHHY7FLQumK0,"Founded PRO India to create Circular Economy in Plastics | Plastics EPR & Advocacy | Created Plastic X Change | ESG & Risk mapping Tool ProTechT | CSO , 30+ yrs @ Coke , Gillette & Eicher","Let us thank the Sun, for flaming himself to give us life. Let us thank plants, for offering themselves for serving us to sustain our life! Wish you a Happy Pongal!
Pro India Team",https://media.licdn.com/dms/image/C4D22AQGGwSr8Yki3IQ/feedshare-shrink_800/0/1673757003809?e=1683158400&v=beta&t=IuLxLwVWLFifD0-KTNv2vjJa5v4J3lDGahbOAv7YxTw
261,B K Soni,https://www.linkedin.com/in/bksoni?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAKmnWkBNnkJx__KLqT_X4JEn1H7U6yfYlY,Chairman at Eco Recycling Ltd,,
262,Sunil Kumar,https://www.linkedin.com/in/sunilkumarkatheria?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAN1LCUBSRJYv3-TEbJJjaowPztiHtXeiFY,Vartical Head - Green Mission,"I’m happy to share that I’m starting a new position as Vertical Head - Green Mission at Ajit Industries Pvt. Ltd.! offering variety of Paper base , Recycled & Biodegradable Packaging Adhesive Tapes (as replacement of Plastic like Replace bubble sheets, Air bags and plastic Tapes in packaging). KINDLY CONNECT FOR SUSTAINABLE PACKAGING ADHESIVE TAPES

#",
263,AnandHaresh Dugad,https://www.linkedin.com/in/anandharesh-dugad-739799108?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABsrLd0BDjK4bCyeAsMDw1Qi4HkPyZ0_H1M,COO & Managing Partner @Osiyan Enviro Solutions (Subsidary of Ecotaras Sustainable Solutions PvtLtd),"Hello Friends
I am thrilled to announce that I have joined Ecotaras Sustainable Solutions as COO and Managing Partner of its Sister Concern Osiyan Enviro Solutions LLP.
#ecotaras #sustainable #solidwastemanagement #biocng #newjob #zerolandfill #epr #wastetovalue #legacywastemanagement #organicfertilizer",
264,Dr Indrajit Ghosh,https://www.linkedin.com/in/dr-indrajit-ghosh-52305846?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAmeLesB5hRT6-_uobmdX2lO9vG8J5j61mg,Global Chairman- MSME Chamber of Commerce And Industry of India Chairman Environment & Climate Change Committee-ICMEI,"Our Global Confere,Exhibitions & Business Excellence Awards from 25th - 27th April 2022 at Vigyan Bhavan New Delhi on Asia's Largest Recycling Summit,Waste Management,Biogas, EPR,CSR,Circular Economy,Lastics, Glass ,Ewaste,Battery Recycling & Electrical vehicles
&
Speciality Films,Flexible Packaging,Inks,Adhesives,Additives, Extrusion Machine,Stretch Film Machine,Roto gravure Printing Machine,Polymers & Raw Materials
PFB links to MSMECCII’s social media post.

| | | | | |
| | | | | | | | | | |
| | | | | | | |
|


website:-
Registration Link:-https:
//
                                                                                                                                                    ",
265,Rowin Antony,https://www.linkedin.com/in/rajarowin?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAALrAZAB5JnwfyBd2NfxtZLM8bXjXbCmgi8,Sustainability driver | Solution Seller | APAC Sustainable Packaging Sales & Marketing I Uflex/ Avery Dennison/ Videojet/ Sree Vinayaga Screens,"Limited Edition Johnnie Walker Black Label launched in Thailand with sustainable Ink label!

As part of their sustainability awareness program, Johnnie Walker has partnered with AIR-INK® , an innovative ink brand that makes ink from air pollution.

This design has been printed on only 2500 limited edition Johnnie Walker Black Label bottles.

of ., the company behind it, Anirudh Sharma started this company, after being disturbed by black fleck staining on his white t-shirt that was coming from air pollution around him.

captures carbon emissions from the atmosphere, and processes them into carbon that can be used in other products, like Air-Ink!

Everyone on the initial team for Air-Ink was from New Delhi, where air quality is a major concern.

Their collection devices fit on the tailpipe of vehicles running on Diesel, and by mixing this carbon with solvents, they can make markers and bottles of pigment.

Not only are they keeping this carbon out of the air, they are keeping manufacturers from making carbon that is necessary for black paint.

We love the way they are thinking about reducing the carbon footprint within the arts!

Great work for making a sustainable solution and looking for much more

has utilised it in a perfect way, Congrats

                      
                    ",
266,Nitish Dua,https://www.linkedin.com/in/nitish-dua-6847a11b5?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADIg2IQBZuugrGS0uahq_LEJ5y8EpBkkJjI,Global E-Commerce Advisor | Compliance Manager | US FDA Compliance Advisor | UK VAT Compliance Expert | International Product & Tax Compliance | Cross Border Trade Compliance Advisor | Helping Businesses Go International,"Hosted a Webinar on Extended Producer Responsibility (EPR) Compliance for Germany.

The session was to provide information with regards to EPR compliance for the companies who are placing the packaging/packed products in the German market for end selling to German consumers.",https://media.licdn.com/dms/image/C4D22AQFN-qvT6gin1g/feedshare-shrink_800/0/1654835361693?e=1683158400&v=beta&t=C1Ki0H1GH3Bef7ClfEKcMLjGPKGs-XzSh2zciLYLfo8
267,𝐀𝐣𝐚𝐲 𝐊𝐮𝐦𝐚𝐫 𝐓𝐢𝐰𝐚𝐫𝐢,https://www.linkedin.com/in/ajaykrtiwari?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAB-KHFQBAya01-qrlxZM0zbNicBcHT6MHe4,Project Management • Sales & Marketing • Sustainability Management • Industrial waste management • EPR • Plastic Recycling • circular economy •NFT• CSR • Waste Management,"CPCB has issued directives to various stakeholders under Section 5 of the Environment (Protection) Act, 1986 for non-compliance with PWM Rules, 2016 (as amended): 1. Comprehensive directions to Plastic Raw Material Manufacturers for effective implementation of the ban on identified Single-use Plastic (SUP) items & implementation of EPR guidelines for Plastic Packaging 2. Show Cause Notice to E-Commerce Companies for non-compliance with PWM Rules, 2016 3. Show Cause Notice to SUP selers/users for non-compliance with PWM Rules, 2016 4. SPCB/PcCs for implementation of EPR guidelines on plastic packaging.",
268,Shashank Srivastava,https://www.linkedin.com/in/shashank-srivastava-22832927?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAWQtAABRJfySkX6ZiStJ5FG1R52L6ofE-E,"BRSR | ISO 14001: 2015 Certified | GEM Sustainability Certified | World Bank funded ESIA & SESA Projects | NABET Accredited FAE - AQM, SW & WP | Environmental Compliances | WB Certified - ESF Fundamentals","A typical urban lifestyle involve the
goods procurement through mobile apps.This scaled up habit result in activities that usually left a large amount of plastic packaging material which needs to be disposed off in a responsible way.

Often at our individual part, either we tend to overlook or mix these plastic packaging with the general municipal waste, little do we realize that a larger part of these are of 75 microns thickness and can be recycled ♻️.

Many of the plastic packaging manufacturers, under Extended Producers Responsibility (EPR), are collecting plastics even from household doorsteps.

All is required to be done at individual level is to collect these plastics, stack up and put this outside our doorsteps for recycling.

On the occasion of World Environment Day, I've done my bit at household level, and so can you",https://media.licdn.com/dms/image/C4D22AQFnZ1G022W_Ug/feedshare-shrink_2048_1536/0/1654382210655?e=1683158400&v=beta&t=SBANIdj4PW8dkIaYTW1jmlgX2r3mP17oD9JkGm3Ygio
